77000101	2.02508E+77	XX编排-01001-2508SH级X餐接头-线下-中和饱高4W续YUE送5BB流X-次当上及上上	12	7	2	2	0	025f87a7df724fd9aea4d412bd4f4f28	2510-SH级接头方案-轻渠互联W线下平K续YUE-中和饱高4W-次当上及上上	1447	10000040	联调XTI	TGXXX0010021000560,TGXXX0010021000561,TGXXX0010021000562,TGXXX0010021007762
77000101	2.07701E+77	X运-_全SH-10BB大流X娱乐会X年XYUE-02YY每月-XYUE一年	622	311	0	0	0	4272b8bd51da48e2b03f78408236c893	X运-商铺X本-营业TI常客-充值得娱乐M会X产品	0	10000040	联调XTI	TGXXX0010010000946,TGXXX0010010000969
77000101	2.07702E+77	X运7702-XX通-流XX营X本BX群-直播X群_福厦-A高价-5G-AG直播M10YY每月	302	153	0	0	0	e92e2c757e5d4d79b342bf5f5d29ea7b	X运7702-XX通-流XX营X本BX群-直播X群_福厦-A高价-5G-AG直播M10YY	0	9770797705	XX通XX手助	TGXXX0010021000224,TGXXX0010021002821
77000101	2.07701E+77	X运7701-XTI-两X-_全SH-A高价-10BB大流X生活会X年XYUE-福X三X	2460	1237	2	2	0	4381b8c2a38f4608bc36ba1bec4335ba	X运7701-XTIW格-两X-大流X生活或娱乐会X-福X三X	0	10000040	联调XTI	TGXXX0010021002528
77000101	2.02512E+77	X运2512-呼XTI格-XX通K移融合X本_全SH-N装-A号有K-推二K-钻白金X户	42	22	0	0	0	e4c5900211a1477aa00b8f77ca0d5921	X运2509-XX通K移融合X本-A号有K-K带N装-二K-钻白金X户	0	9770797705	XX通XX手助	TGXXX0010010000108,TGXXX0010010000877
77000101	2.07701E+77	027701龙家回RETURN期六W接头	14	7	1	1	0	bae05ffbf7e14ad296e7c0eb3b872cdb	家回RETURN期平迁六W接头027701	704	10000040	联调XTI	TGXXX0010010000677
77000101	2.07703E+77	X运7703-呼X-高筱_全SH-套升-动感地带潮玩卡59YY以上X餐-0277	102	60	1	1	0	7fb7770587634778bd66cb0490d611eb	X运2509-呼X-高筱_全SH-套升-升K动感地带潮玩卡59YY以上X餐	0	10000040	联调XTI	TGXXX0010010000845,TGXXX0010010001177,TGXXX0010010001279
77000101	2.02508E+77	XX编排-01004-2508SH级X餐接头-线下-59K享7W及5BB流X-主X辅X	16	8	0	0	0	7694ef2bb6174dec941c81c3d5034454	2510-SH级接头方案-轻渠互联W线下升K续YUE-59YY7W	17758	9770797705	XX通XX手助	TGXXX0010021000557,TGXXX0010021000558,TGXXX0010021000561
77000101	2.02508E+77	XX编排-01004-2508SH级X餐接头-轻渠互联W-59K享6W及5BB流X-主X辅X	96	96	10	10	0	70b114e71db34cb586d12ed12868b1ec	2510-SH级接头方案-轻渠互联W线下升K续YUE-59YY6W	25790	9771777706	XXX动APP_X线	TGXXX0010021000557,TGXXX0010021000558,TGXXX0010021000561
77000101	2.07702E+77	X运772-呼XTI格_全SH-流X-流X和饱高-30YY50BB流XM-12个月-流XX营X本BX群	774	99	3	3	0	6c6293ccfb98489f9f12c6c9838c3e9d	X运7702-高价值流XMXYUE-30YY50BB流XM-12个月-BX群	0	9770797705	XX通XX手助	TGXXX0010010000842,TGXXX0010010001005,TGXXX0010010001410
77000101	2.07702E+77	X运7702-呼XTI格-流XX营X本AX群-X发A-交流学习_全SH-流X-流X年M	74	74	0	0	0	4c15a8fc102e4bce9c6f93701fc0ba2e	X运7702-呼XTI格-流XX营X本AX群-X发A-交流学习-推流X年M	0	9771777705	X线XXYX	TGXXX0010010000709,TGXXX0010010001183,TGXXX0010021002802
77000101	2.02503E+77	XX弹窗-0225年莆XK带续YUE	125	125	0	0	0			502165	9770797710	SHI级YX手助
